Episode 436: Total Reward = 51, Score = 13, Epsilon = 0.010
Episode 437: Total Reward = 318, Score = 52, Epsilon = 0.010
Episode 438: Total Reward = 140, Score = 26, Epsilon = 0.010
Episode 439: Total Reward = -26, Score = 0, Epsilon = 0.010
Episode 440: Total Reward = 51, Score = 13, Epsilon = 0.010
Episode 441: Total Reward = 142, Score = 26, Epsilon = 0.010
Episode 442: Total Reward = 318, Score = 52, Epsilon = 0.010
Episode 443: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 444: Total Reward = 52, Score = 13, Epsilon = 0.010
Episode 445: Total Reward = -36, Score = 0, Epsilon = 0.010
Episode 446: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 447: Total Reward = 229, Score = 39, Epsilon = 0.010
Episode 448: Total Reward = -32, Score = 0, Epsilon = 0.010
Episode 449: Total Reward = 229, Score = 39, Epsilon = 0.010
Episode 450: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 451: Total Reward = 169, Score = 39, Epsilon = 0.010
Episode 452: Total Reward = 59, Score = 13, Epsilon = 0.010
Episode 453: Total Reward = 763, Score = 117, Epsilon = 0.010
Episode 454: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 455: Total Reward = 589, Score = 91, Epsilon = 0.010
Episode 456: Total Reward = -34, Score = 0, Epsilon = 0.010
Episode 457: Total Reward = 585, Score = 91, Epsilon = 0.010
Episode 458: Total Reward = 51, Score = 13, Epsilon = 0.010
Episode 459: Total Reward = 1030, Score = 156, Epsilon = 0.010
Episode 460: Total Reward = 318, Score = 52, Epsilon = 0.010
Episode 461: Total Reward = 318, Score = 52, Epsilon = 0.010
Episode 462: Total Reward = 1661, Score = 247, Epsilon = 0.010
Episode 463: Total Reward = 51, Score = 13, Epsilon = 0.010
Episode 464: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 465: Total Reward = -31, Score = 0, Epsilon = 0.010
Episode 466: Total Reward = -26, Score = 0, Epsilon = 0.010
Episode 467: Total Reward = 233, Score = 39, Epsilon = 0.010
Episode 468: Total Reward = -31, Score = 0, Epsilon = 0.010
Episode 469: Total Reward = 231, Score = 39, Epsilon = 0.010
Episode 470: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 471: Total Reward = 63, Score = 13, Epsilon = 0.010
Episode 472: Total Reward = 407, Score = 65, Epsilon = 0.010
Episode 473: Total Reward = -37, Score = 0, Epsilon = 0.010
Episode 474: Total Reward = 1386, Score = 208, Epsilon = 0.010
Episode 475: Total Reward = 411, Score = 65, Epsilon = 0.010
Episode 476: Total Reward = 1030, Score = 156, Epsilon = 0.010
Episode 477: Total Reward = 1299, Score = 195, Epsilon = 0.010
Episode 478: Total Reward = 775, Score = 117, Epsilon = 0.010
Episode 479: Total Reward = 229, Score = 39, Epsilon = 0.010
Episode 480: Total Reward = 585, Score = 91, Epsilon = 0.010
Episode 481: Total Reward = 325, Score = 52, Epsilon = 0.010
Episode 482: Total Reward = 6286, Score = 923, Epsilon = 0.010
Episode 483: Total Reward = 2098, Score = 312, Epsilon = 0.010
Episode 484: Total Reward = 1308, Score = 195, Epsilon = 0.010
Episode 485: Total Reward = 595, Score = 91, Epsilon = 0.010
Episode 486: Total Reward = 1748, Score = 260, Epsilon = 0.010
Episode 487: Total Reward = 2106, Score = 312, Epsilon = 0.010
Episode 488: Total Reward = 676, Score = 104, Epsilon = 0.010
Episode 489: Total Reward = 55, Score = 13, Epsilon = 0.010
Episode 490: Total Reward = -34, Score = 0, Epsilon = 0.010
Episode 491: Total Reward = 140, Score = 26, Epsilon = 0.010
Episode 492: Total Reward = 3885, Score = 572, Epsilon = 0.010
Episode 493: Total Reward = -38, Score = 0, Epsilon = 0.010
Episode 494: Total Reward = 1569, Score = 234, Epsilon = 0.010
Episode 495: Total Reward = 1119, Score = 169, Epsilon = 0.010
Episode 496: Total Reward = 2454, Score = 364, Epsilon = 0.010
Episode 497: Total Reward = 1119, Score = 169, Epsilon = 0.010
Episode 498: Total Reward = 417, Score = 65, Epsilon = 0.010
Episode 499: Total Reward = -31, Score = 0, Epsilon = 0.010
Episode 500: Total Reward = -26, Score = 0, Epsilon = 0.010

Average Reward over 500 episodes: 423.93

Model saved as saved_model.pth

Reward plot saved as reward_plot.png
